CustomerID,TotalSpent,TotalOrders,AvgOrderValue,AvgRating,TotalQuantity,Segment,SegmentName,PCA1,PCA2
1018,444143.30000000005,11,40376.66363636364,3.6363636363636362,28,3,High Spender,0.4877714001701726,0.41153036908476776
1019,634591.77,10,63459.177,3.6,25,3,High Spender,1.0046532414720393,1.6742782490152206
1020,77311.06999999999,14,5522.219285714285,3.7142857142857144,43,1,Frequent Buyer,0.2897335735350816,-2.261395324462596
1021,346130.38,6,57688.39666666667,3.5,18,2,Regular Customer,-0.7569912675841161,1.937601791506885
1022,326571.13999999996,12,27214.26166666666,3.9166666666666665,36,1,Frequent Buyer,0.5959142804633306,-0.651975341390124
1023,162725.92,10,16272.592,3.2,37,2,Regular Customer,-0.35353727045488886,-0.930554733608537
1024,275561.27,9,30617.91888888889,3.3333333333333335,23,2,Regular Customer,-0.6827726655404822,0.3735829090508258
1025,400582.74,14,28613.052857142855,4.285714285714286,46,1,Frequent Buyer,1.6657434303775354,-1.2145536023528543
1026,681905.19,16,42619.074375,3.625,50,1,Frequent Buyer,2.9602069159481776,-0.7754010268895252
1027,350666.41,11,31878.76454545454,3.6363636363636362,42,1,Frequent Buyer,0.8232201727485161,-0.5433653737013836
1028,372319.23,9,41368.80333333333,3.5555555555555554,23,2,Regular Customer,-0.24079858761468936,0.8342531350172985
1029,116633.73,12,9719.477499999999,3.25,35,2,Regular Customer,-0.34175851489554254,-1.4265276151333677
1030,358316.24,13,27562.78769230769,3.769230769230769,44,1,Frequent Buyer,1.207895912968692,-1.0509527400801437
1031,173622.54,13,13355.58,3.5384615384615383,47,1,Frequent Buyer,0.6537192859322484,-1.871488871497617
1032,440139.82,6,73356.63666666667,3.6666666666666665,19,3,High Spender,-0.19560107567505072,2.5048244355326976
1033,636005.2,17,37412.07058823529,3.823529411764706,59,1,Frequent Buyer,3.40528672149089,-1.5228275511210794
1034,318174.88,8,39771.86,3.875,15,0,Happy Customer,-0.8974157414499316,1.1504274818347262
1035,498477.79,13,38344.445384615385,4.076923076923077,41,1,Frequent Buyer,1.614040199306705,-0.4075283875376259
1036,415620.27999999997,8,51952.534999999996,3.125,26,2,Regular Customer,-0.04074372195811188,1.2777217906643066
1037,827184.99,9,91909.44333333333,3.888888888888889,28,3,High Spender,1.9698158477389052,2.8444247412952195
1038,856076.7100000001,14,61148.336428571434,3.857142857142857,38,3,High Spender,2.797562011728027,0.8172122247247631
1039,381070.16,8,47633.77,3.75,25,0,Happy Customer,-0.142296835720522,1.0965854898164333
1040,124593.7,5,24918.739999999998,4.6,14,0,Happy Customer,-2.00819857203463,0.8532768018396183
1041,666757.94,11,60614.35818181818,4.0,34,3,High Spender,1.700774431664838,1.1083717666112185
1042,317850.28,11,28895.480000000003,3.6363636363636362,36,1,Frequent Buyer,0.3991617323764377,-0.4469902691309303
1043,447622.71,12,37301.8925,3.4166666666666665,35,1,Frequent Buyer,0.9149206631282965,-0.0904997930789152
1044,449202.06,8,56150.2575,3.5,33,3,High Spender,0.5165005170766749,1.1570737644068405
1045,451399.41,12,37616.6175,3.9166666666666665,36,1,Frequent Buyer,1.0596631673201415,-0.14437685494997213
1046,247663.50999999998,13,19051.03923076923,3.5384615384615383,41,1,Frequent Buyer,0.622736762995705,-1.3473547995186002
1047,31556.59,9,3506.2877777777776,3.6666666666666665,21,0,Happy Customer,-1.7517145878397027,-0.7621255748530342
1048,90017.03,9,10001.892222222223,3.3333333333333335,30,2,Regular Customer,-1.1137279198269838,-0.8119078498914183
1049,130369.38,10,13036.938,4.0,33,0,Happy Customer,-0.5519196701523305,-0.9675994375401353
1050,220548.47,11,20049.86090909091,4.0,35,1,Frequent Buyer,0.03424931522132485,-0.8467613225884008
1051,578337.54,14,41309.82428571429,3.642857142857143,48,1,Frequent Buyer,2.2845735112148917,-0.5959573019059802
1052,238431.15999999997,9,26492.351111111107,3.888888888888889,30,0,Happy Customer,-0.4009859918384529,-0.11804906627478222
1053,4590.95,4,1147.7375,4.25,13,0,Happy Customer,-2.9590867178739293,0.16538647543057808
1054,381139.33,10,38113.933000000005,3.8,38,1,Frequent Buyer,0.6677639025977138,-0.008666982630101305
1055,235551.03000000003,6,39258.505000000005,3.6666666666666665,18,2,Regular Customer,-1.3001301854842202,1.2023502424112236
1056,219617.96,12,18301.496666666666,4.0,35,1,Frequent Buyer,0.1624441563439591,-1.052293051306566
1057,268239.62,7,38319.94571428571,4.571428571428571,21,0,Happy Customer,-0.7858581925536675,0.9015790322156912
1058,848787.01,13,65291.308461538465,3.5384615384615383,42,3,High Spender,2.8389741287767967,0.9422092560799828
1059,175933.1,10,17593.31,3.3,32,2,Regular Customer,-0.5326543452649789,-0.6784890294166425
1060,343476.93,6,57246.155,4.166666666666667,25,0,Happy Customer,-0.31509310970493615,1.6038087037147064
1061,575312.2,12,47942.68333333333,3.75,29,3,High Spender,1.1455022215499995,0.6461945958454696
1062,526667.27,8,65833.40875,4.25,24,3,High Spender,0.5349464892531905,1.8799904201815638
1063,10002.55,4,2500.6375,3.25,13,2,Regular Customer,-3.0855273536339074,0.2737603801058477
1064,516481.74999999994,10,51648.174999999996,3.9,24,3,High Spender,0.5308247911788162,1.1568316085107337
1065,116067.56,12,9672.296666666667,3.6666666666666665,36,1,Frequent Buyer,-0.22666201540036723,-1.4931157595988087
1066,248648.63,9,27627.625555555554,3.7777777777777777,24,0,Happy Customer,-0.6739793015963524,0.1758443413122213
1067,408781.76,13,31444.75076923077,4.0,34,1,Frequent Buyer,0.9307961552077458,-0.4736973346250539
1068,323690.96,14,23120.782857142858,3.9285714285714284,38,1,Frequent Buyer,0.9408787272039031,-1.162288163963169
1069,28657.75,7,4093.964285714286,4.142857142857143,23,0,Happy Customer,-1.8927414103216014,-0.5529478546270097
1070,1089059.41,11,99005.4009090909,3.3636363636363638,36,3,High Spender,3.3210879404290172,2.8800289561255124
1071,554205.6499999999,11,50382.33181818181,3.727272727272727,34,3,High Spender,1.2236666359763295,0.6413770440392756
1072,329540.65,9,36615.62777777778,3.888888888888889,29,0,Happy Customer,-0.06838202109126183,0.3676971258211005
1073,376880.54,14,26920.03857142857,3.7142857142857144,41,1,Frequent Buyer,1.2417107483857879,-1.0708468303066419
1074,47081.46,6,7846.91,3.3333333333333335,20,2,Regular Customer,-2.2266714884072623,-0.09322186501692803
1075,269996.49,7,38570.927142857145,3.857142857142857,18,0,Happy Customer,-1.0422607372275667,1.0728967533240752
1076,352700.73,15,23513.381999999998,4.133333333333334,44,1,Frequent Buyer,1.5052268082391658,-1.5060797097090777
1077,149579.56,14,10684.254285714285,3.4285714285714284,40,1,Frequent Buyer,0.34809198626160254,-1.8576699553233729
1078,319023.92,12,26585.326666666664,3.9166666666666665,34,1,Frequent Buyer,0.4685941901172032,-0.6035799230600194
1079,125395.01999999999,6,20899.17,3.6666666666666665,16,2,Regular Customer,-1.9673914137415982,0.5588581732497192
1080,479324.47000000003,13,36871.11307692308,3.6153846153846154,43,1,Frequent Buyer,1.5694536333820264,-0.5334169528082862
1081,555362.02,9,61706.891111111116,3.6666666666666665,30,3,High Spender,0.8926479035673072,1.4472982943918806
1082,395458.07,10,39545.807,3.5,35,1,Frequent Buyer,0.5275214076044916,0.19314130396669799
1083,688424.7899999999,11,62584.07181818181,4.181818181818182,36,3,High Spender,1.9128690908774773,1.1115058934589586
1084,429598.98000000004,9,47733.22,4.222222222222222,19,0,Happy Customer,-0.09095290863822103,1.2333587272814948
1085,785126.21,12,65427.184166666666,3.9166666666666665,38,3,High Spender,2.3987713978080976,1.1335960334799575
1086,311087.21,14,22220.515000000003,4.0,37,1,Frequent Buyer,0.8585900935806317,-1.173749704828248
1087,357284.26,7,51040.60857142857,3.2857142857142856,23,2,Regular Customer,-0.47258045697823775,1.419509508637484
1088,534003.21,8,66750.40125,3.375,29,3,High Spender,0.6738153251546574,1.773213861367414
1089,110495.36,10,11049.536,3.6,33,2,Regular Customer,-0.6963381969159034,-1.0345711190779776
1090,32054.16,7,4579.165714285714,4.571428571428571,21,0,Happy Customer,-1.90641947956974,-0.47945321645035
1091,44557.96,8,5569.745,3.625,18,2,Regular Customer,-2.0026890196607603,-0.4070750695691033
1092,251219.29,12,20934.940833333334,3.8333333333333335,27,0,Happy Customer,-0.14430336207731911,-0.597551941503822
1093,136621.88,4,34155.47,3.5,11,2,Regular Customer,-2.3089422486283775,1.4842576489845918
1094,990166.96,16,61885.435,3.4375,45,3,High Spender,3.715768699758617,0.49481423186764256
1095,111241.0,8,13905.125,3.375,19,2,Regular Customer,-1.6978033330816749,-0.0774862132463852
1096,308514.86,12,25709.571666666667,3.8333333333333335,35,1,Frequent Buyer,0.4656809289048105,-0.6809076634720153
1097,141263.16,4,35315.79,3.0,10,2,Regular Customer,-2.409034573460069,1.5955087124003586
1098,66558.09,10,6655.808999999999,4.0,28,0,Happy Customer,-1.0555792879301151,-1.0611858840537531
1099,29578.31,4,7394.5775,3.75,13,0,Happy Customer,-2.8753114761622593,0.42128367305058434
1100,12315.13,5,2463.026,3.8,14,0,Happy Customer,-2.7815555063614745,0.052309972177790785
1101,132167.17,7,18881.024285714288,4.0,17,0,Happy Customer,-1.722657496648273,0.29803533436736435
1102,102527.05,12,8543.920833333334,3.75,37,1,Frequent Buyer,-0.21381374168317566,-1.592667816739407
1103,299442.64,9,33271.404444444444,4.0,29,0,Happy Customer,-0.176640741216224,0.21369562103924306
1104,147956.5,12,12329.708333333334,3.5833333333333335,34,1,Frequent Buyer,-0.22098485318925148,-1.279409495290194
1105,633415.36,12,52784.613333333335,4.25,38,3,High Spender,1.8891984908867148,0.49688829899450926
1106,327517.44,15,21834.496,3.7333333333333334,48,1,Frequent Buyer,1.552632659607229,-1.7303439132881946
1107,62919.58,10,6291.9580000000005,3.5,30,2,Regular Customer,-1.0519348781003803,-1.127189062801862
1108,190150.53999999998,8,23768.817499999997,3.5,18,2,Regular Customer,-1.3771637868773419,0.3738780698466724
1109,435653.79,10,43565.379,4.1,30,3,High Spender,0.5375186416285891,0.5387182025137638
1110,102080.45,10,10208.045,4.2,26,0,Happy Customer,-0.9802255419444008,-0.8318172748537873
1111,587367.68,17,34551.04,3.7058823529411766,53,1,Frequent Buyer,2.9282881997117816,-1.4406981568373385
1112,697193.9400000001,14,49799.567142857144,4.0,39,3,High Spender,2.3128094501038503,0.17969902470679885
1113,387870.72000000003,7,55410.10285714286,3.5714285714285716,22,2,Regular Customer,-0.3307801203136236,1.6209315849963004
1114,207176.68,14,14798.334285714285,4.071428571428571,34,1,Frequent Buyer,0.3566033791313387,-1.4448926046469739
1115,105108.45999999999,10,10510.846,4.3,30,0,Happy Customer,-0.7533264000991098,-0.9821032265030908
1116,111706.14,12,9308.845,3.5833333333333335,40,1,Frequent Buyer,-0.05781403360885194,-1.6640727550920231
1117,193621.97999999998,8,24202.747499999998,3.875,22,0,Happy Customer,-1.1023996712619697,0.2118823338431039
1118,273672.72000000003,10,27367.272000000004,3.9,20,0,Happy Customer,-0.6397764652660106,0.20657502607976577
1119,362802.15,15,24186.81,3.6666666666666665,51,1,Frequent Buyer,1.811662054309869,-1.7191264259484356
1120,395356.62,8,49419.5775,4.5,26,0,Happy Customer,0.09231962893128562,1.0884086389499534
1121,132062.97,10,13206.297,4.0,27,0,Happy Customer,-0.8429840668252524,-0.7226124499118292
1122,243602.74000000002,8,30450.342500000002,4.25,24,0,Happy Customer,-0.7206194584712222,0.37607482797677394
1123,56414.420000000006,4,14103.605000000001,3.25,5,2,Regular Customer,-3.1764654928306526,1.0102581763137013
1124,273406.57999999996,8,34175.822499999995,3.625,19,2,Regular Customer,-0.9379633789987457,0.7692499705562184
1125,36554.14,4,9138.535,4.25,16,0,Happy Customer,-2.5992974839484657,0.33611460609208577
1126,181519.9,6,30253.316666666666,4.0,17,0,Happy Customer,-1.5743156462701189,0.8676766576989903
1127,213841.74000000002,11,19440.158181818184,3.8181818181818183,40,1,Frequent Buyer,0.22717783773184458,-1.0624695541388842
1128,298213.64,11,27110.33090909091,3.5454545454545454,32,1,Frequent Buyer,0.11033418933903574,-0.36772193400904957
1129,257741.33000000002,8,32217.666250000002,3.0,16,2,Regular Customer,-1.2577093344388748,0.8417636019994924
1130,355345.06,12,29612.088333333333,3.5,32,1,Frequent Buyer,0.4366900769857498,-0.35205606209249846
1131,213389.65000000002,12,17782.470833333336,4.0,36,1,Frequent Buyer,0.18894611812428777,-1.1171623123043517
1132,533297.39,14,38092.67071428571,3.5,49,1,Frequent Buyer,2.1529947857235383,-0.7941245728347324
1133,736279.36,12,61356.613333333335,4.25,39,3,High Spender,2.320988752562076,0.8756292189137528
1134,212438.07,9,23604.23,3.7777777777777777,24,0,Happy Customer,-0.8258986516401863,-0.0014948272489071154
1135,482540.05,10,48254.005,3.8,32,3,High Spender,0.775857455780902,0.6914846311825624
1136,98643.11,7,14091.872857142856,4.0,20,0,Happy Customer,-1.7327872952696957,-0.01661563501042112
1137,627278.61,9,69697.62333333334,3.7777777777777777,29,3,High Spender,1.1627449244840717,1.8324501408458813
1138,346907.75,4,86726.9375,2.25,10,2,Regular Customer,-1.1739657655651308,3.501703523803034
1139,20389.8,4,5097.45,2.75,11,2,Regular Customer,-3.1973531803095616,0.4765711138220821
1140,437672.83,8,54709.10375,3.875,21,3,High Spender,-0.06952420581251718,1.5480617268178294
1141,252688.21,12,21057.350833333334,3.8333333333333335,48,1,Frequent Buyer,0.9036090482116227,-1.4219737914404684
1142,250607.24,8,31325.905,3.25,27,2,Regular Customer,-0.7027699591871456,0.35404555604464577
1143,27126.18,6,4521.03,3.1666666666666665,21,2,Regular Customer,-2.3069466344650045,-0.2537654622355321
1144,222482.6,9,24720.28888888889,3.0,34,2,Regular Customer,-0.41346055451821406,-0.30154108640034144
1145,588154.67,13,45242.666923076926,4.0,47,1,Frequent Buyer,2.2226295799991767,-0.29275504371326416
1146,313069.20999999996,11,28460.83727272727,3.5454545454545454,34,1,Frequent Buyer,0.2667516345245976,-0.3830317728917197
1147,361932.92,9,40214.76888888889,4.222222222222222,31,0,Happy Customer,0.22084668022542422,0.42745658247678103
1148,1083862.91,18,60214.606111111105,4.222222222222222,57,3,High Spender,4.943959282386231,-0.23240521853201065
1149,155124.32,9,17236.035555555558,3.2222222222222223,29,2,Regular Customer,-0.9082304771178694,-0.4469077569586245
1150,113726.37,6,18954.395,4.666666666666667,19,0,Happy Customer,-1.716492468497946,0.3043050173569812
1151,661906.63,11,60173.33,4.363636363636363,25,3,High Spender,1.2943099965259937,1.4218344107948497
1152,33180.51,6,5530.085,3.3333333333333335,19,2,Regular Customer,-2.3479874540906738,-0.1448636571225971
1153,99557.67,9,11061.963333333333,3.888888888888889,30,0,Happy Customer,-0.983621840030772,-0.7981741251466191
1154,302294.37,12,25191.1975,3.4166666666666665,42,1,Frequent Buyer,0.7224971455008998,-0.9582575830653026
1155,885799.5,14,63271.392857142855,4.142857142857143,48,3,High Spender,3.444599690845494,0.5150967659772346
1156,351855.78,7,50265.111428571436,3.4285714285714284,25,2,Regular Customer,-0.3758908185110085,1.3001992561867466
1157,250628.27,7,35804.03857142857,3.7142857142857144,19,0,Happy Customer,-1.107673977025951,0.9285869745662019
1158,67723.93,10,6772.392999999999,3.5,23,2,Regular Customer,-1.3801866822756026,-0.8284587861366199
1159,334364.68,9,37151.63111111111,3.5555555555555554,25,2,Regular Customer,-0.3007532980062055,0.5692876332914532
1160,390676.67,15,26045.11133333333,3.7333333333333334,51,1,Frequent Buyer,1.917994323557714,-1.6236365019238055
1161,419661.32,13,32281.64,3.6923076923076925,45,1,Frequent Buyer,1.466166905514066,-0.8482403830804961
1162,114562.69,5,22912.538,4.6,12,0,Happy Customer,-2.16498336517806,0.856559063014264
1163,38592.549999999996,6,6432.091666666666,3.8333333333333335,13,0,Happy Customer,-2.536855592608768,0.09820086426233834
1164,454931.38,11,41357.398181818186,4.090909090909091,31,3,High Spender,0.7518864914361185,0.31222340221573647
1165,746253.23,10,74625.323,3.2,31,3,High Spender,1.6846555768862743,1.9705123925740962
1166,78364.24,10,7836.424000000001,3.2,33,2,Regular Customer,-0.8898256208303753,-1.1574966560683269
1167,457425.8,12,38118.816666666666,4.083333333333333,38,1,Frequent Buyer,1.2083568894667274,-0.20885384345306127
1168,375573.93000000005,12,31297.827500000003,3.6666666666666665,31,1,Frequent Buyer,0.48922518602470505,-0.24015258770803274
1169,98117.53,7,14016.789999999999,4.142857142857143,28,0,Happy Customer,-1.3149919237099084,-0.3445131939763905
1170,360403.7,7,51486.24285714286,2.7142857142857144,20,2,Regular Customer,-0.699355270326892,1.5903110937327756
1171,529849.13,15,35323.27533333333,3.933333333333333,46,1,Frequent Buyer,2.1791472581016005,-0.941269981080601
1172,140770.14,10,14077.014000000001,3.2,30,2,Regular Customer,-0.7889180094282845,-0.7539848738372005
1173,260407.26,7,37201.037142857145,3.857142857142857,20,0,Happy Customer,-0.9884745507082772,0.9377410165835869
1174,948891.0700000001,14,67777.93357142857,3.857142857142857,43,3,High Spender,3.3714727159300737,0.963859148803032
1175,421728.1,10,42172.81,2.9,36,2,Regular Customer,0.5850438732497336,0.30915208755579626
1176,151220.13,8,18902.51625,4.25,27,0,Happy Customer,-0.9814711924777776,-0.23337979855062896
1177,184908.03999999998,13,14223.695384615383,3.230769230769231,33,2,Regular Customer,-0.0504649907454987,-1.2558935588449174
1178,138365.63,9,15373.95888888889,3.888888888888889,31,0,Happy Customer,-0.7711645202772832,-0.6476569574772292
1179,173540.49,17,10208.264117647059,4.0588235294117645,48,1,Frequent Buyer,1.3752989422236974,-2.6432624767148063
1180,251575.32,12,20964.61,4.083333333333333,38,1,Frequent Buyer,0.4436027920259782,-1.0459189736593737
1181,183729.40000000002,6,30621.56666666667,3.8333333333333335,20,0,Happy Customer,-1.441024639245663,0.7734394974105229
1182,332376.8,8,41547.1,4.5,19,0,Happy Customer,-0.5345198326089486,1.0305965900275889
1183,274250.98,9,30472.33111111111,4.222222222222222,15,0,Happy Customer,-0.9412695303417423,0.6307211695770549
1184,356390.52,10,35639.052,4.2,28,0,Happy Customer,0.13713642289745528,0.25002697799252105
1185,455991.53,11,41453.77545454546,3.272727272727273,34,1,Frequent Buyer,0.7722245069110696,0.24673357090811682
1186,60296.84,8,7537.105,3.625,19,2,Regular Customer,-1.8832366446827338,-0.3629973683693218
1187,19098.83,6,3183.138333333334,3.8333333333333335,19,0,Happy Customer,-2.3395235841535533,-0.26692550058389014
1188,335916.09,12,27993.007500000003,3.3333333333333335,40,1,Frequent Buyer,0.7346117500972041,-0.7375051864556169
1189,332580.19,5,66516.038,4.2,18,0,Happy Customer,-0.682197924613911,2.290585500134572
1190,661944.09,10,66194.409,3.8,30,3,High Spender,1.3947849114776527,1.5895521534423216
1191,536428.84,10,53642.884,4.1,28,3,High Spender,0.84167034911499,1.0778431412230425
1192,280778.12,11,25525.283636363634,4.0,23,0,Happy Customer,-0.32979018651051883,-0.11368220653467541
1193,49696.45,10,4969.6449999999995,4.1,33,0,Happy Customer,-0.8586637356141419,-1.3418110230938858
1194,227435.86,8,28429.4825,3.875,29,0,Happy Customer,-0.6049291599656015,0.114736388108528
1195,204040.07,13,15695.390000000001,4.0,42,1,Frequent Buyer,0.5899826533834185,-1.5833282575432124
1196,41179.979999999996,7,5882.854285714285,3.7142857142857144,20,0,Happy Customer,-2.0517423707713442,-0.33564933748223985
1197,203022.65,8,25377.83125,3.875,26,0,Happy Customer,-0.8621389945651513,0.10365740414667596
1198,115387.45,10,11538.744999999999,3.5,32,2,Regular Customer,-0.7426085948235939,-0.9667576468432305
1199,25506.510000000002,5,5101.302000000001,4.0,9,0,Happy Customer,-2.9217103961015747,0.3378317734636576
1200,260769.21999999997,11,23706.292727272725,4.0,36,1,Frequent Buyer,0.23858303104869547,-0.7136350721517295
1201,249702.12,17,14688.36,3.235294117647059,53,1,Frequent Buyer,1.740641499668598,-2.5382185683973932
1202,154440.72,7,22062.96,4.285714285714286,26,0,Happy Customer,-1.1238897816931506,0.05542365560283507
1203,405512.52999999997,12,33792.71083333333,3.3333333333333335,40,1,Frequent Buyer,0.9931691392142429,-0.45450000176770294
1204,38100.520000000004,7,5442.931428571429,4.571428571428571,23,0,Happy Customer,-1.7784516018758298,-0.5231839602343697
1205,86817.37,5,17363.474,3.6,17,2,Regular Customer,-2.237973341478277,0.5085621830840641
1206,407358.24,12,33946.52,3.6666666666666665,35,1,Frequent Buyer,0.8058698199893226,-0.26907616360365016
1207,128251.56,10,12825.155999999999,3.6,23,2,Regular Customer,-1.121661984629553,-0.5580875809769886
1208,390526.48000000004,12,32543.873333333337,3.6666666666666665,43,1,Frequent Buyer,1.1404640348839807,-0.6538613655434045
1209,207397.29,8,25924.66125,3.375,21,2,Regular Customer,-1.1720093716201323,0.3543047896570107
1210,418488.57999999996,6,69748.09666666666,4.333333333333333,20,3,High Spender,-0.14950252947763615,2.2836695210375435
1211,406957.83,8,50869.72875,4.0,22,0,Happy Customer,-0.135855723289376,1.3379080107508907
1212,446574.62,9,49619.40222222222,4.0,28,3,High Spender,0.3910024078435138,0.9738087877779956
1213,569580.06,9,63286.67333333334,3.7777777777777777,29,3,High Spender,0.9206739315341796,1.5498747571958442
1214,140360.54,12,11696.711666666668,4.0,38,1,Frequent Buyer,0.016917484463369176,-1.493211259365586
1215,480116.05,12,40009.67083333333,3.3333333333333335,37,1,Frequent Buyer,1.1214061302834037,-0.03250629371211808
1216,491931.84,15,32795.456,3.8,48,1,Frequent Buyer,2.126871546697482,-1.1477161460515062
1217,312974.33,9,34774.92555555556,3.7777777777777777,25,0,Happy Customer,-0.35446375144301484,0.45133319666495697
1218,252629.63999999998,11,22966.330909090906,3.5454545454545454,33,1,Frequent Buyer,-0.015345666745912668,-0.6029580163498464
1219,727343.14,14,51953.08142857143,3.642857142857143,40,3,High Spender,2.4103428559152937,0.2732245398122843
1220,647409.9199999999,13,49800.763076923075,4.076923076923077,49,1,Frequent Buyer,2.547953954379642,-0.1468185147746883
1221,35510.170000000006,10,3551.0170000000007,3.5,18,2,Regular Customer,-1.7573517826069724,-0.777802008210832
1222,64708.86,7,9244.122857142856,3.5714285714285716,20,2,Regular Customer,-1.963274791539808,-0.18958700583941485
1223,76249.0,9,8472.111111111111,3.7777777777777777,28,0,Happy Customer,-1.1987092665241057,-0.8266435727263987
1224,22931.85,5,4586.37,4.2,16,0,Happy Customer,-2.556556313418814,0.029700307650027846
1225,562020.36,8,70252.545,4.375,19,3,High Spender,0.463823387510664,2.2581107286688518
1226,168326.95,10,16832.695,3.3,31,2,Regular Customer,-0.6127448011690582,-0.67366860411073
1227,52246.61,13,4018.9700000000003,3.8461538461538463,36,1,Frequent Buyer,-0.2799075033062304,-1.925073875001669
1228,163430.74,6,27238.456666666665,3.1666666666666665,19,2,Regular Customer,-1.7034227306828853,0.719420629773722
1229,191906.41,9,21322.934444444443,3.5555555555555554,30,2,Regular Customer,-0.6502252604265624,-0.326106784845463
1230,416935.46,12,34744.621666666666,4.166666666666667,44,1,Frequent Buyer,1.3692876102709297,-0.6157071025175473
1231,493251.55,9,54805.72777777778,4.0,29,3,High Spender,0.6364735447794606,1.1628637907427377
1232,87593.79999999999,10,8759.38,3.9,36,0,Happy Customer,-0.5904553393446393,-1.2755601147866291
1233,673816.92,14,48129.780000000006,3.357142857142857,42,1,Frequent Buyer,2.2754621345369768,0.012513019483862176
1234,349627.56,7,49946.794285714284,3.2857142857142856,31,2,Regular Customer,-0.11178119840536327,1.0583980094214769
1235,329036.05,11,29912.36818181818,3.5454545454545454,33,1,Frequent Buyer,0.27852095813321265,-0.2749430355154326
1236,161694.25,4,40423.5625,3.0,12,2,Regular Customer,-2.1749654548972734,1.701381803723243
1237,636679.99,6,106113.33166666667,4.0,21,3,High Spender,0.9711162698964219,3.6951658186392127
1238,696778.9,8,87097.3625,3.0,27,3,High Spender,1.2357413187852222,2.739391684196943
1239,129090.40999999999,9,14343.378888888888,3.111111111111111,22,2,Regular Customer,-1.3829551202889454,-0.29101081115963273
1240,391671.73000000004,12,32639.310833333337,3.6666666666666665,43,1,Frequent Buyer,1.1447187474797154,-0.6492043502167034
1241,91444.01000000001,11,8313.09181818182,4.0,38,1,Frequent Buyer,-0.3133770563079035,-1.5196384539160424
1242,452274.41,11,41115.85545454545,4.181818181818182,39,1,Frequent Buyer,1.1535335025759803,-0.020922542493546102
1243,486516.57999999996,12,40543.04833333333,3.5833333333333335,38,1,Frequent Buyer,1.235360922609191,-0.06086792143638277
1244,151095.06,15,10073.003999999999,3.8,42,1,Frequent Buyer,0.6610183682617419,-2.1264750699635733
1245,859333.45,17,50549.02647058823,3.823529411764706,52,1,Frequent Buyer,3.792832616725468,-0.501658667505057
1246,352341.47,9,39149.05222222222,3.111111111111111,25,2,Regular Customer,-0.2973957882671726,0.6837207608927608
1247,60326.64,8,7540.83,4.375,26,0,Happy Customer,-1.4140129165951867,-0.6841752612251447
1248,681312.14,9,75701.3488888889,3.0,28,3,High Spender,1.213688396225342,2.1828063445444217
1249,277627.05,10,27762.704999999998,3.1,33,2,Regular Customer,-0.10833021738017604,-0.2419203917855042
1250,661834.8099999999,9,73537.2011111111,4.111111111111111,39,3,High Spender,1.8581780743457854,1.586466358920779
1251,258922.26,6,43153.71,3.0,20,2,Regular Customer,-1.1884380468151448,1.3161597100115903
1252,850786.91,12,70898.90916666666,3.5,38,3,High Spender,2.5751479892891167,1.4253402904676744
1253,267751.01,14,19125.072142857145,3.642857142857143,41,1,Frequent Buyer,0.8471683938117888,-1.4714977306314467
1254,279967.7,12,23330.641666666666,3.5833333333333335,53,1,Frequent Buyer,1.212623083421274,-1.4939123137498316
