CustomerID,Product,Category,Quantity,Price,Rating,TotalAmount,Date,City,PaymentMethod,Month,DayOfWeek,Hour,Year
1985,Keyboard,Electronics,1,2120.83,3,2120.83,2022-01-03 07:00:00,Delhi,UPI,1,0,7,2022
1761,Notebook,Stationery,4,213.89,5,855.57,2022-01-03 08:00:00,Chennai,Card,1,0,8,2022
1331,Jeans,Clothing,3,1397.6,1,4192.8,2022-01-03 09:00:00,Bangalore,UPI,1,0,9,2022
1397,Phone,Electronics,1,46382.61,1,46382.61,2022-01-03 10:00:00,Hyderabad,COD,1,0,10,2022
1344,Webcam,Electronics,4,2557.39,4,10229.54,2022-01-03 11:00:00,Bangalore,Card,1,0,11,2022
1583,Keyboard,Electronics,3,2102.77,5,6308.3,2022-01-03 12:00:00,Chennai,NetBanking,1,0,12,2022
1746,Jacket,Clothing,2,3817.86,5,7635.72,2022-01-03 13:00:00,Chennai,Card,1,0,13,2022
1835,Book,Stationery,4,301.55,5,1206.2,2022-01-03 14:00:00,Bangalore,UPI,1,0,14,2022
1667,Watch,Accessories,2,5272.24,4,10544.48,2022-01-03 15:00:00,Chennai,NetBanking,1,0,15,2022
1454,Charger,Electronics,4,842.8,5,3371.2,2022-01-03 16:00:00,Mumbai,UPI,1,0,16,2022
1905,Jacket,Clothing,5,4123.06,1,20615.28,2022-01-03 17:00:00,Delhi,Card,1,0,17,2022
1114,Charger,Electronics,2,732.61,3,1465.21,2022-01-03 18:00:00,Hyderabad,UPI,1,0,18,2022
1312,Book,Stationery,2,273.04,3,546.08,2022-01-03 19:00:00,Chennai,Card,1,0,19,2022
1227,Shoes,Clothing,2,2933.07,3,5866.13,2022-01-03 20:00:00,Hyderabad,UPI,1,0,20,2022
1833,Notebook,Stationery,1,181.07,3,181.07,2022-01-03 21:00:00,Delhi,NetBanking,1,0,21,2022
1857,Watch,Accessories,3,5404.14,4,16212.43,2022-01-03 22:00:00,Bangalore,COD,1,0,22,2022
1244,Shoes,Clothing,2,2712.09,4,5424.17,2022-01-03 23:00:00,Delhi,NetBanking,1,0,23,2022
1817,Speaker,Electronics,2,3623.69,3,7247.38,2022-01-04 00:00:00,Hyderabad,UPI,1,1,0,2022
1525,Watch,Accessories,1,4665.33,5,4665.33,2022-01-04 01:00:00,Mumbai,Card,1,1,1,2022
1527,Shoes,Clothing,1,3076.21,5,3076.21,2022-01-04 02:00:00,Bangalore,NetBanking,1,1,2,2022
1949,Laptop,Electronics,5,80664.87,3,403324.33,2022-01-04 03:00:00,Chennai,UPI,1,1,3,2022
1426,Tablet,Electronics,4,30956.92,3,123827.69,2022-01-04 04:00:00,Mumbai,UPI,1,1,4,2022
1041,Speaker,Electronics,2,4314.84,3,8629.69,2022-01-04 05:00:00,Delhi,UPI,1,1,5,2022
1464,Laptop,Electronics,4,79279.13,2,317116.52,2022-01-04 06:00:00,Hyderabad,Card,1,1,6,2022
1621,Jeans,Clothing,1,1363.16,5,1363.16,2022-01-04 07:00:00,Hyderabad,NetBanking,1,1,7,2022
1277,Charger,Electronics,1,842.16,1,842.16,2022-01-04 08:00:00,Hyderabad,Card,1,1,8,2022
1835,T-Shirt,Clothing,5,531.2,3,2655.98,2022-01-04 09:00:00,Delhi,Card,1,1,9,2022
1018,Backpack,Accessories,3,1819.96,2,5459.87,2022-01-04 10:00:00,Bangalore,NetBanking,1,1,10,2022
1065,Pen,Stationery,1,47.43,5,47.43,2022-01-04 11:00:00,Chennai,Card,1,1,11,2022
1166,Charger,Electronics,2,843.3,1,1686.59,2022-01-04 12:00:00,Mumbai,Card,1,1,12,2022
1584,Headphones,Electronics,5,2925.69,4,14628.47,2022-01-04 13:00:00,Delhi,UPI,1,1,13,2022
1402,Headphones,Electronics,3,2983.59,1,8950.77,2022-01-04 14:00:00,Hyderabad,UPI,1,1,14,2022
1911,Laptop,Electronics,5,85170.81,5,425854.06,2022-01-04 15:00:00,Chennai,UPI,1,1,15,2022
1821,Mouse,Electronics,1,918.92,5,918.92,2022-01-04 16:00:00,Hyderabad,NetBanking,1,1,16,2022
1408,Webcam,Electronics,3,2588.64,4,7765.93,2022-01-04 17:00:00,Delhi,NetBanking,1,1,17,2022
1111,Tablet,Electronics,4,28289.91,5,113159.63,2022-01-04 18:00:00,Hyderabad,UPI,1,1,18,2022
1273,Speaker,Electronics,3,3650.12,5,10950.36,2022-01-04 19:00:00,Delhi,UPI,1,1,19,2022
1406,Tablet,Electronics,2,30974.99,5,61949.97,2022-01-04 20:00:00,Hyderabad,NetBanking,1,1,20,2022
1372,Speaker,Electronics,4,3697.13,5,14788.52,2022-01-04 21:00:00,Delhi,Card,1,1,21,2022
1596,Charger,Electronics,4,839.52,3,3358.08,2022-01-04 22:00:00,Hyderabad,UPI,1,1,22,2022
1650,Jeans,Clothing,2,1410.81,4,2821.62,2022-01-04 23:00:00,Chennai,UPI,1,1,23,2022
1038,Phone,Electronics,4,45485.12,5,181940.48,2022-01-05 00:00:00,Chennai,UPI,1,2,0,2022
1104,Laptop,Electronics,1,73588.76,3,73588.76,2022-01-05 01:00:00,Hyderabad,Card,1,2,1,2022
1323,Book,Stationery,3,320.48,5,961.43,2022-01-05 02:00:00,Hyderabad,UPI,1,2,2,2022
1792,Mouse,Electronics,3,974.19,4,2922.58,2022-01-05 03:00:00,Delhi,Card,1,2,3,2022
1958,Headphones,Electronics,2,2881.36,4,5762.72,2022-01-05 04:00:00,Delhi,COD,1,2,4,2022
1991,Jeans,Clothing,1,1497.36,4,1497.36,2022-01-05 05:00:00,Delhi,UPI,1,2,5,2022
1413,Charger,Electronics,4,821.27,5,3285.08,2022-01-05 06:00:00,Bangalore,UPI,1,2,6,2022
1428,Headphones,Electronics,3,2722.26,4,8166.78,2022-01-05 07:00:00,Hyderabad,UPI,1,2,7,2022
1634,Laptop,Electronics,3,86371.02,1,259113.05,2022-01-05 08:00:00,Hyderabad,Card,1,2,8,2022
1729,Headphones,Electronics,3,3275.09,5,9825.27,2022-01-05 09:00:00,Hyderabad,Card,1,2,9,2022
1888,Mouse,Electronics,3,983.46,5,2950.38,2022-01-05 10:00:00,Hyderabad,UPI,1,2,10,2022
1060,Watch,Accessories,5,4912.63,4,24563.14,2022-01-05 11:00:00,Delhi,UPI,1,2,11,2022
1611,Jacket,Clothing,2,4302.85,3,8605.7,2022-01-05 12:00:00,Delhi,NetBanking,1,2,12,2022
1306,Headphones,Electronics,4,2957.59,3,11830.35,2022-01-05 13:00:00,Bangalore,NetBanking,1,2,13,2022
1353,Laptop,Electronics,4,85699.04,5,342796.16,2022-01-05 14:00:00,Delhi,UPI,1,2,14,2022
1392,Mouse,Electronics,2,905.67,1,1811.33,2022-01-05 15:00:00,Hyderabad,UPI,1,2,15,2022
1203,Jacket,Clothing,1,3991.72,4,3991.72,2022-01-05 16:00:00,Hyderabad,Card,1,2,16,2022
1257,Tablet,Electronics,2,32714.57,3,65429.15,2022-01-05 17:00:00,Mumbai,UPI,1,2,17,2022
1485,Speaker,Electronics,3,3802.24,3,11406.73,2022-01-05 18:00:00,Delhi,UPI,1,2,18,2022
1516,Watch,Accessories,3,4766.15,3,14298.46,2022-01-05 19:00:00,Mumbai,NetBanking,1,2,19,2022
1445,Watch,Accessories,2,5130.12,3,10260.25,2022-01-05 20:00:00,Hyderabad,UPI,1,2,20,2022
1708,Webcam,Electronics,2,2713.1,5,5426.19,2022-01-05 21:00:00,Delhi,NetBanking,1,2,21,2022
1179,Shoes,Clothing,4,2819.25,3,11276.98,2022-01-05 22:00:00,Hyderabad,Card,1,2,22,2022
1341,Backpack,Accessories,4,2168.66,3,8674.64,2022-01-05 23:00:00,Mumbai,UPI,1,2,23,2022
1132,Tablet,Electronics,5,30978.02,4,154890.11,2022-01-06 00:00:00,Mumbai,Card,1,3,0,2022
1442,Pen,Stationery,5,54.93,5,274.65,2022-01-06 01:00:00,Chennai,Card,1,3,1,2022
1835,Sunglasses,Accessories,3,1570.94,4,4712.81,2022-01-06 02:00:00,Chennai,UPI,1,3,2,2022
1252,Keyboard,Electronics,5,2067.12,2,10335.6,2022-01-06 03:00:00,Delhi,UPI,1,3,3,2022
1264,Mouse,Electronics,5,1062.98,1,5314.9,2022-01-06 04:00:00,Delhi,Card,1,3,4,2022
1092,Tablet,Electronics,1,28050.84,4,28050.84,2022-01-06 05:00:00,Delhi,Card,1,3,5,2022
1661,Shoes,Clothing,2,3267.59,5,6535.18,2022-01-06 06:00:00,Delhi,Card,1,3,6,2022
1410,Watch,Accessories,4,4665.6,3,18662.38,2022-01-06 07:00:00,Delhi,UPI,1,3,7,2022
1137,T-Shirt,Clothing,5,452.57,3,2262.84,2022-01-06 08:00:00,Delhi,COD,1,3,8,2022
1207,Keyboard,Electronics,4,2079.14,5,8316.57,2022-01-06 09:00:00,Delhi,Card,1,3,9,2022
1636,Shoes,Clothing,5,2810.76,4,14053.79,2022-01-06 10:00:00,Mumbai,Card,1,3,10,2022
1745,Tablet,Electronics,5,31552.52,4,157762.6,2022-01-06 11:00:00,Mumbai,Card,1,3,11,2022
1572,Backpack,Accessories,3,2118.02,2,6354.05,2022-01-06 12:00:00,Mumbai,UPI,1,3,12,2022
1306,Phone,Electronics,1,47366.99,3,47366.99,2022-01-06 13:00:00,Hyderabad,COD,1,3,13,2022
1265,Webcam,Electronics,2,2293.36,3,4586.72,2022-01-06 14:00:00,Bangalore,UPI,1,3,14,2022
1645,Shoes,Clothing,2,3000.49,3,6000.99,2022-01-06 15:00:00,Hyderabad,NetBanking,1,3,15,2022
1317,Monitor,Electronics,3,21560.87,5,64682.62,2022-01-06 16:00:00,Delhi,Card,1,3,16,2022
1112,Jeans,Clothing,3,1604.19,1,4812.56,2022-01-06 17:00:00,Bangalore,NetBanking,1,3,17,2022
1900,Jeans,Clothing,2,1385.12,4,2770.25,2022-01-06 18:00:00,Mumbai,NetBanking,1,3,18,2022
1377,Sunglasses,Accessories,2,1639.43,4,3278.87,2022-01-06 19:00:00,Mumbai,Card,1,3,19,2022
1453,T-Shirt,Clothing,1,476.39,3,476.39,2022-01-06 20:00:00,Chennai,COD,1,3,20,2022
1190,Tablet,Electronics,5,29096.35,5,145481.74,2022-01-06 21:00:00,Delhi,COD,1,3,21,2022
1890,Laptop,Electronics,1,74384.8,4,74384.8,2022-01-06 22:00:00,Delhi,UPI,1,3,22,2022
1439,Laptop,Electronics,2,78044.85,5,156089.69,2022-01-06 23:00:00,Chennai,UPI,1,3,23,2022
1186,Sunglasses,Accessories,5,1540.69,3,7703.46,2022-01-07 00:00:00,Hyderabad,Card,1,4,0,2022
1830,Shoes,Clothing,2,3003.65,2,6007.29,2022-01-07 01:00:00,Chennai,COD,1,4,1,2022
1366,Speaker,Electronics,1,4262.03,2,4262.03,2022-01-07 02:00:00,Delhi,Card,1,4,2,2022
1088,Headphones,Electronics,1,3084.78,3,3084.78,2022-01-07 03:00:00,Mumbai,UPI,1,4,3,2022
1186,Tablet,Electronics,1,28581.27,4,28581.27,2022-01-07 04:00:00,Chennai,Card,1,4,4,2022
1818,Monitor,Electronics,5,20229.75,5,101148.76,2022-01-07 05:00:00,Bangalore,UPI,1,4,5,2022
1945,Charger,Electronics,4,730.27,3,2921.08,2022-01-07 06:00:00,Mumbai,Card,1,4,6,2022
1131,Speaker,Electronics,4,4064.63,5,16258.53,2022-01-07 07:00:00,Hyderabad,UPI,1,4,7,2022
1871,Mouse,Electronics,2,977.93,4,1955.87,2022-01-07 08:00:00,Mumbai,Card,1,4,8,2022
1634,Laptop,Electronics,5,73574.38,4,367871.88,2022-01-07 09:00:00,Hyderabad,COD,1,4,9,2022
1559,Backpack,Accessories,3,1922.99,3,5768.96,2022-01-07 10:00:00,Mumbai,Card,1,4,10,2022
1799,Webcam,Electronics,4,2699.04,3,10796.17,2022-01-07 11:00:00,Delhi,UPI,1,4,11,2022
1375,Jeans,Clothing,5,1525.81,5,7629.06,2022-01-07 12:00:00,Hyderabad,Card,1,4,12,2022
1690,Watch,Accessories,5,5403.26,2,27016.32,2022-01-07 13:00:00,Hyderabad,UPI,1,4,13,2022
1691,Speaker,Electronics,4,3928.64,5,15714.57,2022-01-07 14:00:00,Chennai,NetBanking,1,4,14,2022
1098,Sunglasses,Accessories,5,1643.67,4,8218.36,2022-01-07 15:00:00,Mumbai,Card,1,4,15,2022
1841,Pen,Stationery,5,48.6,5,243.0,2022-01-07 16:00:00,Hyderabad,NetBanking,1,4,16,2022
1033,Pen,Stationery,4,52.57,5,210.27,2022-01-07 17:00:00,Hyderabad,COD,1,4,17,2022
1931,Sunglasses,Accessories,1,1441.62,3,1441.62,2022-01-07 18:00:00,Mumbai,UPI,1,4,18,2022
1581,Jeans,Clothing,2,1381.8,4,2763.59,2022-01-07 19:00:00,Mumbai,COD,1,4,19,2022
1170,Tablet,Electronics,3,31998.34,1,95995.02,2022-01-07 20:00:00,Bangalore,UPI,1,4,20,2022
1365,Phone,Electronics,2,52625.82,4,105251.63,2022-01-07 21:00:00,Chennai,Card,1,4,21,2022
1783,Headphones,Electronics,1,3192.38,2,3192.38,2022-01-07 22:00:00,Hyderabad,UPI,1,4,22,2022
1058,Pen,Stationery,1,48.0,4,48.0,2022-01-07 23:00:00,Mumbai,UPI,1,4,23,2022
1180,Mouse,Electronics,5,1040.73,2,5203.66,2022-01-08 00:00:00,Hyderabad,Card,1,5,0,2022
1018,Pen,Stationery,2,47.2,5,94.4,2022-01-08 01:00:00,Bangalore,UPI,1,5,1,2022
1225,Pen,Stationery,1,45.11,4,45.11,2022-01-08 02:00:00,Bangalore,UPI,1,5,2,2022
1472,Pen,Stationery,2,53.66,5,107.33,2022-01-08 03:00:00,Hyderabad,UPI,1,5,3,2022
1094,Phone,Electronics,1,50235.25,1,50235.25,2022-01-08 04:00:00,Chennai,Card,1,5,4,2022
1880,Phone,Electronics,3,54836.53,4,164509.6,2022-01-08 05:00:00,Delhi,UPI,1,5,5,2022
1296,Mouse,Electronics,1,977.01,3,977.01,2022-01-08 06:00:00,Hyderabad,Card,1,5,6,2022
1592,Laptop,Electronics,2,87309.97,4,174619.94,2022-01-08 07:00:00,Bangalore,Card,1,5,7,2022
1174,Laptop,Electronics,5,81840.92,5,409204.58,2022-01-08 08:00:00,Chennai,Card,1,5,8,2022
1221,Backpack,Accessories,2,2004.88,5,4009.76,2022-01-08 09:00:00,Mumbai,UPI,1,5,9,2022
1614,Phone,Electronics,4,48028.1,3,192112.38,2022-01-08 10:00:00,Chennai,Card,1,5,10,2022
1053,Jeans,Clothing,2,1597.58,5,3195.17,2022-01-08 11:00:00,Chennai,Card,1,5,11,2022
1694,Monitor,Electronics,3,21315.18,4,63945.54,2022-01-08 12:00:00,Hyderabad,Card,1,5,12,2022
1862,Keyboard,Electronics,3,1966.77,5,5900.32,2022-01-08 13:00:00,Chennai,Card,1,5,13,2022
1402,T-Shirt,Clothing,3,522.73,4,1568.19,2022-01-08 14:00:00,Mumbai,UPI,1,5,14,2022
1317,Pen,Stationery,1,49.47,5,49.47,2022-01-08 15:00:00,Hyderabad,Card,1,5,15,2022
1866,Monitor,Electronics,3,20958.64,5,62875.91,2022-01-08 16:00:00,Bangalore,UPI,1,5,16,2022
1348,Mouse,Electronics,2,1098.84,2,2197.68,2022-01-08 17:00:00,Mumbai,UPI,1,5,17,2022
1442,Sunglasses,Accessories,5,1428.75,3,7143.74,2022-01-08 18:00:00,Hyderabad,UPI,1,5,18,2022
1832,Phone,Electronics,3,51340.52,3,154021.57,2022-01-08 19:00:00,Hyderabad,NetBanking,1,5,19,2022
1579,Monitor,Electronics,2,19519.51,4,39039.02,2022-01-08 20:00:00,Delhi,Card,1,5,20,2022
1539,T-Shirt,Clothing,1,504.84,5,504.84,2022-01-08 21:00:00,Mumbai,COD,1,5,21,2022
1785,Book,Stationery,1,322.45,5,322.45,2022-01-08 22:00:00,Chennai,COD,1,5,22,2022
1281,Book,Stationery,5,290.85,5,1454.27,2022-01-08 23:00:00,Mumbai,COD,1,5,23,2022
1359,Laptop,Electronics,5,73158.21,4,365791.06,2022-01-09 00:00:00,Mumbai,UPI,1,6,0,2022
1914,Speaker,Electronics,2,4239.15,2,8478.3,2022-01-09 01:00:00,Delhi,Card,1,6,1,2022
1822,Monitor,Electronics,5,20220.1,3,101100.5,2022-01-09 02:00:00,Chennai,Card,1,6,2,2022
1630,Book,Stationery,5,296.96,5,1484.82,2022-01-09 03:00:00,Delhi,Card,1,6,3,2022
1891,Headphones,Electronics,1,2810.0,2,2810.0,2022-01-09 04:00:00,Delhi,UPI,1,6,4,2022
1952,Sunglasses,Accessories,2,1377.86,3,2755.71,2022-01-09 05:00:00,Delhi,UPI,1,6,5,2022
1645,Keyboard,Electronics,5,1911.49,4,9557.47,2022-01-09 06:00:00,Mumbai,NetBanking,1,6,6,2022
1640,Backpack,Accessories,2,2087.56,2,4175.12,2022-01-09 07:00:00,Delhi,COD,1,6,7,2022
1007,Headphones,Electronics,3,2947.06,3,8841.19,2022-01-09 08:00:00,Bangalore,Card,1,6,8,2022
1992,Backpack,Accessories,1,2028.09,2,2028.09,2022-01-09 09:00:00,Chennai,UPI,1,6,9,2022
1562,Sunglasses,Accessories,1,1374.61,5,1374.61,2022-01-09 10:00:00,Chennai,COD,1,6,10,2022
1490,Tablet,Electronics,1,27739.46,3,27739.46,2022-01-09 11:00:00,Delhi,UPI,1,6,11,2022
1340,Sunglasses,Accessories,4,1353.39,5,5413.57,2022-01-09 12:00:00,Mumbai,COD,1,6,12,2022
1471,Speaker,Electronics,2,4138.63,2,8277.26,2022-01-09 13:00:00,Hyderabad,NetBanking,1,6,13,2022
1792,Laptop,Electronics,3,76231.27,5,228693.82,2022-01-09 14:00:00,Hyderabad,Card,1,6,14,2022
1686,Charger,Electronics,5,874.71,4,4373.54,2022-01-09 15:00:00,Mumbai,Card,1,6,15,2022
1694,Tablet,Electronics,3,28850.73,5,86552.2,2022-01-09 16:00:00,Delhi,NetBanking,1,6,16,2022
1703,Notebook,Stationery,2,194.54,5,389.09,2022-01-09 17:00:00,Delhi,Card,1,6,17,2022
1248,Charger,Electronics,1,795.12,4,795.12,2022-01-09 18:00:00,Bangalore,UPI,1,6,18,2022
1234,Laptop,Electronics,4,77106.25,5,308425.01,2022-01-09 19:00:00,Hyderabad,Card,1,6,19,2022
1082,T-Shirt,Clothing,2,531.74,4,1063.49,2022-01-09 20:00:00,Hyderabad,UPI,1,6,20,2022
1092,Notebook,Stationery,2,215.05,5,430.1,2022-01-09 21:00:00,Chennai,NetBanking,1,6,21,2022
1884,Webcam,Electronics,5,2255.52,4,11277.59,2022-01-09 22:00:00,Delhi,Card,1,6,22,2022
1393,Headphones,Electronics,3,3092.8,5,9278.39,2022-01-09 23:00:00,Mumbai,UPI,1,6,23,2022
1823,Tablet,Electronics,3,31116.53,5,93349.59,2022-01-10 00:00:00,Delhi,NetBanking,1,0,0,2022
1267,Book,Stationery,5,327.69,3,1638.43,2022-01-10 01:00:00,Delhi,Card,1,0,1,2022
1416,Book,Stationery,4,292.22,4,1168.9,2022-01-10 02:00:00,Bangalore,Card,1,0,2,2022
1631,Sunglasses,Accessories,1,1408.58,5,1408.58,2022-01-10 03:00:00,Mumbai,UPI,1,0,3,2022
1582,Pen,Stationery,1,50.21,5,50.21,2022-01-10 04:00:00,Bangalore,Card,1,0,4,2022
1528,Phone,Electronics,4,49475.56,5,197902.23,2022-01-10 05:00:00,Bangalore,UPI,1,0,5,2022
1252,Laptop,Electronics,5,84667.7,3,423338.52,2022-01-10 06:00:00,Bangalore,UPI,1,0,6,2022
1956,Book,Stationery,2,324.24,4,648.48,2022-01-10 07:00:00,Bangalore,UPI,1,0,7,2022
1121,Jeans,Clothing,3,1376.01,4,4128.04,2022-01-10 08:00:00,Delhi,UPI,1,0,8,2022
1891,Mouse,Electronics,2,1069.32,3,2138.63,2022-01-10 09:00:00,Chennai,Card,1,0,9,2022
1009,Mouse,Electronics,3,1081.79,4,3245.38,2022-01-10 10:00:00,Delhi,Card,1,0,10,2022
1798,Speaker,Electronics,2,4339.31,4,8678.62,2022-01-10 11:00:00,Bangalore,Card,1,0,11,2022
1315,Speaker,Electronics,5,4211.45,3,21057.24,2022-01-10 12:00:00,Bangalore,Card,1,0,12,2022
1837,Headphones,Electronics,5,3145.25,3,15726.25,2022-01-10 13:00:00,Chennai,NetBanking,1,0,13,2022
1272,Backpack,Accessories,4,1805.96,2,7223.83,2022-01-10 14:00:00,Hyderabad,UPI,1,0,14,2022
1305,Book,Stationery,2,325.21,5,650.42,2022-01-10 15:00:00,Mumbai,Card,1,0,15,2022
1804,Book,Stationery,2,291.09,4,582.18,2022-01-10 16:00:00,Bangalore,NetBanking,1,0,16,2022
1209,Headphones,Electronics,4,2724.67,3,10898.69,2022-01-10 17:00:00,Bangalore,UPI,1,0,17,2022
1957,Sunglasses,Accessories,4,1473.89,4,5895.58,2022-01-10 18:00:00,Delhi,Card,1,0,18,2022
1729,Laptop,Electronics,5,83725.64,2,418628.21,2022-01-10 19:00:00,Bangalore,Card,1,0,19,2022
1752,Sunglasses,Accessories,5,1482.59,5,7412.93,2022-01-10 20:00:00,Bangalore,UPI,1,0,20,2022
1885,T-Shirt,Clothing,2,525.8,3,1051.6,2022-01-10 21:00:00,Mumbai,UPI,1,0,21,2022
